Year,cluster,DivisionNm,StateAb,Metro_Area,Metro,ALP,COAL,GRN,Other,Household_Standalone,Language_English_Only,Household_Flat,Religion_Anglican_Uniting_Presbyterian,Education_Bachelor,Education_Diploma_or_Certificate,Income_1_to_999,Australian_Citizens,Household_Rented,Household_Semi_detached,Household_Owned_outright,Education_Postgraduate,Age_Gen_Y,Language_Chinese,Income_2000_or_more,Income_1000_to_1999,Age_Baby_Boomers,Relationship_Group_Household,Religion_No_Religion_Secular,Household_Owned_with_a_mortgage,Religion_Catholic,Relationship_Living_Alone,Religion_Islam,Relationship_Married,Relationship_De_Facto,Language_Arabic,Relationship_Child_under_15,Relationship_Non_dependent_Child,Age_Gen_Z,Education_Not_Stated,Household_Social_or_community,Age_Silent_Gen,Age_Gen_X,Religion_Other_Christianity
2010,0,Menzies,VIC,Greater Melbourne,Yes,-5.592388070345315,9.894370504978866,-1.116721332559683,0,83.52340223330957,60.88429528883215,5.526253266809218,16.870535677758777,33.914751260755956,38.80964665545995,54.975315198363525,87.30286041658141,14.727963886909004,10.817296269897838,47.65264908529342,8.927650084050397,19.55484636471503,13.87736397188193,8.351527310635117,20.46773273539073,25.81809254940469,1.5484115433305488,22.457228417840103,33.90829175576146,26.551518176388285,6.222926480593185,1.9653245403742463,47.4651004572895,3.3345102868608927,1.4991939377572647,17.1987357796743,8.369000766455102,16.829916942841948,12.015045853236357,0.6391066761701116,12.656601612045334,20.450063418027085,9.129513414444563
2016,0,Holt,VIC,Greater Melbourne,Yes,19.08998929932355,-12.239366459782932,-3.744367242704042,-4.782994243381671,88.35074442707905,52.39958568304753,0.9936662005428972,10.17278217836645,20.265196521077897,54.55539185399933,54.69686745737199,78.16379530340711,20.728798223245867,10.06662828000329,21.97252611664062,6.15227413145763,25.226654124804867,2.9192332134082575,2.968389089304716,21.52617373024318,17.522415242364808,1.900719004536892,21.838706610557075,51.26922760549478,23.173227519052073,4.9486614841739405,9.431214879382727,39.52243241092038,5.499986734233636,1.6387536465396029,22.9810830171659,7.856517471014301,22.81101148781171,15.254740744261204,2.099202105782677,3.460853380298603,22.02397630388664,10.280864861619138
2007,0,Perth,WA,Greater Perth,Yes,3.6307078174021967,-5.760417979988041,2.5820485987425013,-0.2214245882550512,65.68893752564829,72.07612456747405,17.89029370957341,19.34146667610575,19.83109205483012,10.793217696355486,63.47923681257014,81.40469542648158,27.51450960467434,15.838430422293008,28.841381197115663,3.623725069836939,21.027008321142624,3.014312676942435,3.8598952487841376,15.883838383838384,25.259150897393543,5.150022783833993,21.551785166481817,34.117601078693845,27.7453964807954,15.158260016123943,2.115141074954181,34.945143538154156,8.644712397910897,0.8037118590751808,16.43941252760349,5.801990956570507,10.738835669230648,19.31657246800494,5.125749907177613,12.156890503830242,26.052726786528872,9.364356451219608
2010,0,Holt,VIC,Greater Melbourne,Yes,17.03536379301123,-13.346901047083849,-2.72826295299606,-3.102633533090118,91.50160488283524,61.581427639745016,3.95316735684944,15.306664422930284,18.63897614573188,55.00884761525905,62.02523811161159,82.34762029976335,18.471951969931315,4.382244840260108,22.1357414891317,4.189242945912951,23.589225907874468,2.6350114657185535,2.331946497954131,18.213389265206477,20.59338475370274,1.6606834561946782,18.49136775014593,53.52991069201217,28.04863298608007,5.105368447014333,6.65916417313932,39.43492916061495,5.774574552629415,1.6867229082952897,23.627743827245073,7.807404565509303,23.518246870350215,17.63898986296484,2.631009995177036,5.58894199172437,24.79481800449008,10.305060502000956
2016,0,Denison,TAS,Greater Hobart,Yes,-12.233220049108876,-22.287133887417372,0.5990158270157462,37.65790591457831,75.74163270347042,81.80480006238912,15.15129060145733,20.491899163595953,28.393971392915425,39.92320245752136,55.25196125287048,85.4857577352752,26.972952945535383,8.296900086451773,31.96245523033222,10.989728328693484,22.916362005596017,2.8893958004328244,6.54061804236073,22.222481261729634,23.313152584013334,5.97729404534722,41.92060985358055,31.102877608990983,16.610126532920006,14.196073357699648,1.184418319003334,32.55382691291738,9.913639745124042,0.4201516835312238,16.894696553136892,4.721242897650699,18.31768594074464,14.84304502255928,6.039273805113004,6.178039055111969,20.139802872100844,4.591448792185764
2007,1,Pearce,WA,Greater Perth,Yes,-11.592819564368192,10.395164320781303,0.7517717951882137,-0.22981032844016092,93.81268164885996,88.19148276503537,0.9906258954521264,28.999118044263152,11.051632062605949,10.16199543710728,64.71063061755716,83.81879698730008,16.486552867493554,4.345245405051373,30.648000327479636,1.645445391860717,21.76690278658251,0.2921297221322714,2.95400745530896,15.42487098324823,26.163832308922025,1.2919092475501546,25.653887495521317,46.40386425969135,20.15682275445801,6.874748563491039,0.4368437009067607,41.486834215100615,8.100620146800969,0.1722462984270468,24.507563969243147,5.618514835702846,15.47986549433588,16.84446653666246,2.7692496622866267,11.84504285989912,22.245803588655217,9.038668246837362
2010,2,Bendigo,VIC,Non Metropolitan,No,9.323895384879911,-7.79048533283629,0.752188134855647,0,90.48398668162838,92.6418597372296,5.216975405161789,29.756222479886755,18.926572384327493,52.62312456529659,68.24895161219719,91.9009875629678,20.257169662073913,3.3038391493901877,37.71085888780559,3.404762693339516,19.41556317294153,0.30587783381586153,2.6850984477732154,15.730632184411196,26.00167835350676,3.4584608775038936,27.90174919440315,34.403340630231234,23.033312230133944,11.825358466247785,0.18850610688651936,37.38789538692873,7.740109093419871,0.1131036641319116,19.256292818400116,5.362609035881148,18.79755927574779,19.05077335806313,4.247530398631372,11.40000284466696,19.389961170295987,7.208758064860327
2016,2,Braddon,TAS,Non Metropolitan,No,5.328645927446971,-0.7202432668724228,-3.4353264281307583,0.43557136963163146,90.49851539303016,91.57473658164425,1.4533520862634786,26.36657937604388,13.72749391727494,60.1338199513382,63.6613841726257,90.94583170092996,20.586549981767984,7.1860186487472,36.510913163515134,2.4452554744525545,16.798203136269034,0.28764665855619936,3.3869123173015296,17.638335574518354,26.688165838982876,2.083050617451486,36.33523723116894,31.455435745168515,15.20609522238489,13.416564888949202,0.08969626987236323,37.085538517211745,9.36694259736735,0.05051858877868734,18.38218663771656,5.317320305785498,19.72840981681057,20.45742092457421,6.878678960254207,7.816975416761112,19.549135568423004,10.433635070210528
2007,2,O'Connor,WA,Non Metropolitan,No,-23.600184973228252,21.972076161998515,-0.9670942349763384,2.2135111839339867,89.18117573622845,90.71814298379948,4.498740441848541,32.38595614720742,10.89019947395076,9.69596967865253,69.47094175896036,88.31184528605964,22.558352096662727,4.373899279934013,38.9482132108701,1.040662625998595,19.74627022060305,0.15313935681470137,2.180795300028026,12.382059559273827,27.402493773625967,1.8028240040342915,24.131929055496908,28.408052254943488,19.212390307581973,10.409912830487716,0.7026761323803153,40.22404725884302,8.643109286074491,0.01934391875554123,22.71450183704344,4.498955406670989,14.557222190877656,18.836483638561695,6.119446240274651,14.130040541956491,20.504719148215912,8.99054771670548
2010,0,Denison,TAS,Greater Hobart,Yes,-2.5691700039767653,-21.42100557384359,7.530060514493094,17.864303991740783,74.70048623991177,85.80937758833154,16.098551305829865,27.706925974170225,28.12446826612217,41.18810617662073,62.56386550532821,88.38402197180824,25.68549801995087,8.584390194997242,32.79863652313399,8.765101242130338,23.318983811313892,1.9423850023231857,4.621429614130699,20.07566541774123,24.75090442409911,5.7734622163351546,31.70963214282108,31.685798786906613,20.406329203396847,14.039562556787704,0.9956277200529116,33.157451094155384,9.592880053421494,0.5929173148017212,17.145234211649825,4.884563596755301,16.895046383314135,15.715926493108729,6.521630156900096,9.785969805371977,20.3126578952687,5.723344743671301
2016,1,Makin,SA,Greater Adelaide,Yes,6.818050972193689,-13.085727403618796,-5.421016364382915,10.917443215009662,86.89173079007261,77.59015186994046,3.6053610779957377,17.97551348096608,20.21992785898915,57.40175533390774,57.39923099481899,86.21261791663879,17.167009862360462,9.333116578158304,31.33557313680864,5.420798224221271,21.527225057352872,2.126848196962601,4.214050637036071,23.02453647886865,22.444202176399376,2.396151289218034,33.8388974376129,42.82179112026299,18.426440088312035,9.26149645080813,2.804576169130929,40.669521270131746,7.1641492304722965,0.9272763765304074,18.25206768126613,6.88250137607137,19.323403316099604,12.84372855119237,4.046096600556338,6.3626574277821994,21.51317945596704,11.790325817889878
2007,1,Moore,WA,Greater Perth,Yes,-11.127438300183854,12.864425089651904,0.530701677269553,-1.789045151250797,91.64827267594066,86.9115658130099,2.943894050613418,30.51503943052551,16.61947004941197,12.413673534256075,61.30328518583759,82.97413793103448,17.59663261639546,5.205071608233664,31.641086186540733,2.698875949952322,24.979056129572744,1.0313686139348195,5.201911220715166,19.03734366742998,29.84327003630271,1.8511962435715883,21.703363807662782,47.66439094502336,24.862167632074815,5.939293433703511,0.7929722939493336,43.413207125288814,6.143325631661325,0.34553466253653853,21.033949467093983,7.281806663188492,12.718165316950572,12.30242436501286,0.8777783481340794,9.552150237363865,20.562517453225357,8.735780584827971
2010,0,Ryan,QLD,Greater Brisbane,Yes,-13.552875091036022,2.183192764628025,7.550842363477358,4.841682302261594,73.25067114742068,83.06083996839482,19.73076848793866,25.747702364150804,38.38439830679299,30.830477726264867,48.02050369198312,83.43621260214763,29.016744886725768,6.925855109411515,31.707128647855225,14.64422495464624,28.125759662912245,3.6926734064034257,12.219804852320674,24.29291930379747,21.580504011020174,8.035989264815875,27.328529850695876,35.40375070011781,24.674009197296183,7.492630560077434,1.247239798226718,39.05289864636954,6.7102233563582505,0.364675135233696,18.735976065819,4.688577001481221,18.048915538989277,9.75231808103205,1.7961643200648936,7.351511222753423,21.62169462226184,8.280942959206412
2016,0,Moncrieff,QLD,Non Metropolitan,No,-10.873609002492447,17.241805299766966,-0.0451525293072752,0,42.830058323559186,74.34388549176708,36.105978566493675,21.053515554532616,22.667121098157203,47.83400714554344,53.79282336901343,74.08573188103784,38.167387008146015,19.344783817220712,26.23917479393949,5.817506581421587,25.33004840295146,3.1351667423502554,6.086647521248513,20.386969512372,22.628690880585314,7.918451765401093,31.838115914081506,27.87480518645865,21.290519230888854,12.83793765696558,0.8466194318132336,33.36499025670248,10.223075786674546,0.4634323855259802,14.54389408296928,5.179776150377421,15.890228576405738,19.850037608123355,2.6446440334838286,6.897109510122314,20.752920975027063,6.646055848267882
2007,0,Kalgoorlie,WA,Non Metropolitan,No,-1.9200092145729997,5.482108807654498,-1.693407578923881,-2.311733412345431,79.00933439654769,78.32200312460415,5.2558750410432005,20.601169409595915,9.932730712634012,6.720359470254362,52.08714498831874,80.68838897564682,32.71025845489939,8.830151508044468,19.365354847788357,1.1154614252680262,22.603004820379297,0.21675181916705372,5.967292481774425,19.77369324738931,24.65219380035889,2.475922611437825,24.824271933466083,27.64904545241334,21.970405916002335,8.754794170288928,0.5023817397606298,31.04321145487088,12.779340322168244,0.06404031020844769,25.61067075769198,4.663768857069803,17.231624503008337,25.39809754046668,15.54716450114921,7.030013018542627,27.27419865592344,10.348782392716169
2010,1,Petrie,QLD,Greater Brisbane,Yes,4.603123414928852,-3.146734488213397,-2.568421190684507,-2.941098184356888,80.07339449541284,86.82472129080331,8.64123611781748,28.798635937041045,19.023211666235223,55.20752437656398,61.66915911425019,83.7629863151107,29.000482858522453,9.97006277160792,28.280057943022697,3.484338596945379,19.86416197395005,0.8354111139770154,4.268391560512423,19.86360606115205,23.001475877287252,2.623711025687961,21.39014063317166,34.192177691936266,24.742984460858413,9.618494111904326,0.4742697893009894,37.980505216913784,8.173164927695405,0.19989682744389992,20.612911098907805,6.099365428030996,20.435168866153692,17.53041677452757,4.83631096088846,9.8812133717348,22.355958675435957,12.165521589305287
2016,0,Brisbane,QLD,Greater Brisbane,Yes,-9.053607459190356,7.849307938437455,9.70289876023656,-8.232793195344023,40.947247777468014,73.86469009272815,51.29789672583093,15.10614934114202,38.7890013103061,28.118380737515142,38.924640135478406,75.05185456320156,46.53997459963448,6.585509401232847,20.013629464424,12.931637488547135,36.42104877780896,3.91776476329917,15.762771662432966,26.8839966130398,16.483409199077407,12.480391411611048,36.36346998535871,26.281634296688654,24.579062957540263,14.118183640045055,1.2182772083943387,30.13261279689303,12.285514867974596,0.6289653489507077,14.069118978349357,2.9100181746563747,14.848736316707956,14.106972207717998,3.772883561007341,3.2803290091893147,22.568126624604908,4.568081991215227
2007,1,Hasluck,WA,Greater Perth,Yes,-2.025930860859667,1.21117554137345,0.6204334762240133,-0.16877243061181435,90.45811873136353,85.54908083564867,3.6007951567723864,26.27092946064893,10.349434120860977,9.97868571943202,69.16379168720223,84.98160092446135,17.726122707147375,4.856781422246318,31.65492003252914,1.5400318213202846,23.34633538743936,0.9326875005122404,2.207573517332019,13.608920650566782,26.403730169135965,2.243709267842239,24.77031888999074,43.26375711574953,22.2772236655548,9.355743789178344,1.6645221567486497,37.93884183048319,8.189050485678262,0.4860137854163081,20.343437572141426,7.519578072558734,12.90645076701193,16.75572633664555,3.736333242974609,12.718795070145536,21.102661596958175,9.756017604104349
2010,1,Longman,QLD,Greater Brisbane,Yes,-0.8402076855140095,0.5092254686173874,-2.4331377996681702,0.4001321382957861,88.04436636980145,90.38963420655408,4.418253125255331,31.211368575541194,12.688266040175565,60.880729934983336,64.39369950511622,86.50116752379138,28.21921725631179,6.160634038728654,28.339733638369147,2.025168915842576,20.244502916963537,0.26803222029427115,2.781120228714117,17.187938225475207,23.515593586207384,2.3419540229885056,23.943016002935284,37.41523000245118,20.611893539555755,7.1415607985480944,0.18839434393610116,38.47171808832426,8.494404113732607,0.07688292634756726,22.23911070780399,6.135813672111313,22.008789689398053,20.339106521699534,2.986355094370455,9.967761733106654,21.02330043666274,11.294487877847082
2016,2,Richmond,NSW,Non Metropolitan,No,-3.920487371183363,-4.063747220151598,10.320112884024068,-4.636176847068307,68.09402708089902,87.06646689740452,9.469723005017528,24.551336992861955,19.931126302583404,51.30194331361856,60.71313693955204,86.5083778779532,24.604783833940477,17.89985566018283,39.641899786926935,4.364134470133394,14.49386252313407,0.29180269950210347,4.411407052916487,17.177264347075667,28.284710914049164,4.2087640548009295,33.528522732477114,27.69777991614544,20.2940272043862,12.177415817408214,0.08636313079434452,36.5205503487199,8.943897767315368,0.02420784726811172,17.052914771979587,5.521032854239469,18.00370145115196,20.36894794787106,3.0019245308955944,8.453826685762492,20.010725052807807,5.819697336482534
2007,1,Fremantle,WA,Greater Perth,Yes,2.0488669144797953,-7.072420219153678,6.601814244131301,-2.0759131421589636,79.38161583197356,79.2709820720292,6.81352244675955,22.63616678696352,16.748654985025276,10.665257280698189,63.99501335008638,84.92701887989845,19.727208066608092,12.729592904062592,31.391991966863312,3.511268311853749,20.648303101924924,1.256544502617801,3.79692162713994,17.106761426103347,26.039196402369868,3.0888230876144926,22.53622786075176,38.82264340404167,31.900346613577415,11.238205409325172,0.656741515105848,37.778084722497994,7.864499253261048,0.20704426463588768,19.588732443001803,6.459076115576198,12.916888081660494,16.230976677372578,6.497636082172294,12.364077631401535,24.2395882077679,7.130563068600934
2016,2,Gilmore,NSW,Non Metropolitan,No,4.490468798423478,3.0342338132938593,0.2954343772830672,-4.083569183932602,85.18717690733095,88.63003594851588,4.130381986607917,30.582817805479326,15.977911201990077,55.83933525221083,61.65175847944413,88.98354076269328,20.284148076189155,7.6449363355653475,44.51653193630087,4.115601516000052,14.24193677045388,0.26313516243280416,4.366289802483025,16.835291600972926,30.03469914116302,2.1187884173887284,29.470473709740652,26.777226520487112,21.32590884625863,11.977338369251278,0.13289654668323445,41.04125009257202,7.884914463452566,0.04651379133913205,16.565207731615196,5.742427608679552,17.59020447233375,19.74837524908506,3.531901606356035,10.222951952989977,17.46324018187136,5.670695646973614
2007,2,Forrest,WA,Non Metropolitan,No,-13.77691014566851,3.8422311064204777,0.5811254668839609,9.515880554295313,88.84906495751724,90.79959476192263,3.4703042314098376,30.523052905724384,10.792561434580474,9.098959486384768,68.06450372136854,88.41612530568767,22.744618498450382,5.8548206868925385,33.212455988699375,1.1650431702457382,21.191153404528364,0.15984390829612397,2.5386079966151893,14.733542319749215,27.2572402044293,2.0402246483656667,26.181165892357228,35.79304674158251,20.90410321457253,8.93540531137655,0.2079002079002079,39.94466625801428,8.782160666655622,0.0930546696184008,22.392770166166898,5.2798992727092,13.890535763870648,16.323057338941776,4.41694250595602,12.898408243213831,21.156631569467688,7.797383609657978
2010,0,Tangney,WA,Greater Perth,Yes,-12.570937972462012,12.65388305281951,1.4885354908615085,-0.36921112841165105,87.44044685395104,72.3557014824418,4.111220634138328,24.435348653713383,33.07538585824227,39.930836061623936,47.99064371903537,79.85022051260374,18.41629702644981,8.405207819944144,39.09561360275998,8.353529770256673,23.223847367827755,9.179302181387746,11.43209791296242,23.7135113673635,25.455134708601054,2.9009918113528186,21.954123399039073,38.37686873665188,24.724895382751185,6.757701764807615,2.26424133121046,44.13823699704487,4.60564407582582,0.7376979877120794,18.67297295265022,6.968245493988225,18.36672866644121,11.20512493445016,1.0801708559224577,8.286833502423628,20.824878818622476,9.891789835571274
2016,1,Tangney,WA,Greater Perth,Yes,-11.91620632643238,7.488880732755,2.0814939180580865,6.082399480687101,80.74682258298604,70.70572667793869,3.2468744168688186,19.144306402999337,34.97840838988279,37.7805195695387,44.89555541675218,80.6101595236345,18.93388069913541,15.877754970869358,40.925960481847774,10.421550483240798,18.974845263823344,9.795633316180254,13.838795741909005,23.005469844470817,23.519163763066203,2.664610106002062,30.58590016908035,34.47989882026083,23.20296993310299,8.078820835267917,1.814305667867382,43.519079584176026,5.072674761751119,0.4579872087039624,18.10455407521661,6.3498933683788055,20.964730442964463,10.64089382411406,1.7623520142646845,6.070362692777018,21.36755906437907,8.618687054326251
2007,0,Curtin,WA,Greater Perth,Yes,-19.477368701654335,17.871177301954,5.664209369658206,-2.395528891054645,63.77895652894617,79.61655940218995,21.389498984708467,29.203123379886264,33.208243226052666,12.229996183691645,51.07451295440852,81.1503584901146,28.68509386266628,14.628486179603,35.65745306866686,9.687062714667343,23.28533248234872,2.9332248725985117,11.693876184737803,18.997886360810643,25.682715704655152,5.050137068643612,21.06207677644225,28.705814098048155,24.53320784513906,14.54202679441525,0.9483398071416608,38.110547454894856,6.459985974371351,0.1866162643251908,17.185038115101232,4.102951757301979,10.60991663010092,16.224398931433658,3.108035307281091,13.093462044756471,21.5876181738402,7.0563181444762595
2010,0,Swan,WA,Greater Perth,Yes,-2.5659648674304876,3.0186105963443595,-0.04301270395731294,0.7265791249727571,63.029918079510104,65.73202848540846,16.63002231234019,18.880969440987545,28.931072116151025,38.78649646224969,50.306279282155614,70.85349453919338,33.18675591602743,20.190224914903663,25.468640575886383,8.125176274387178,29.28517105486452,6.363333521895172,8.448853216118087,22.09888551466057,20.380135888523643,8.150110807390888,23.488076831215196,30.2780085014902,23.938731128458475,12.884417754350151,5.588867518950107,33.84623988926252,8.368230087876903,1.4450122250925523,15.815745136009957,4.860144993393503,15.32234241142419,17.626212461219634,6.915196820898682,7.661799737273808,23.015568726783616,8.666138703473244
2016,0,Swan,WA,Greater Perth,Yes,-1.3668732629187517,5.962173456627134,4.530480924936084,-5.389213313576664,61.455348025167176,62.076254311744485,11.150640708897454,13.715483068552908,30.755913954475396,37.31766703151875,44.17646845933915,69.04489115717112,33.79615904074843,26.88506769443621,24.572586223935172,9.84542185091697,32.49898898297815,6.961284670101766,10.321016249864282,23.44395787340306,18.082498988982977,8.41985365180174,30.898129484061094,31.017557729683435,21.730579535219984,12.04335220212619,5.403236182505498,33.99765290625432,9.069446362004694,1.3295183712480931,15.876018224492611,4.582355377605964,15.707528094018455,17.139857484307637,5.840498072932108,4.539772796901999,20.212374848347448,7.463683317301507
2007,1,Cowan,WA,Greater Perth,Yes,-1.279802818914888,4.076461995781678,-2.260626511193154,-1.6055858769956743,89.86142781968076,78.33106356807099,2.7122434660585863,24.19158782695293,12.801256700334845,11.308925052707004,67.42698664251755,85.67024727427162,12.999912296088404,6.465970882301351,30.30170145588493,1.5267806699645865,24.150025995328164,1.5287967315380222,2.45170175835786,15.937476416874198,26.861595014755096,1.2765825435480618,19.63328549251633,50.955972636379585,26.83869833924021,6.147140486125115,2.034211065873876,41.917820968217285,6.192123346104329,0.754879995314033,22.53873954924072,7.919310055995905,14.273998081471555,14.030397817309945,2.679354499210665,9.878956964917291,22.4123664535782,11.595295978442342
